g,imp_sumup_norm,I,LLR,n_cells_by_counts_norm
NECAB2,0.45130605,0.2291855778814959,4332.527321379366,0.10993238846926363
CPNE6,0.3721868,0.2274934925484353,3841.9319740388746,0.11745735381481796
CD74,0.008233155,0.219388674144,1395.1253739857784,0.0017822286344733938
SPINK8,0.26125276,0.2185406482885624,3464.451988849758,0.02517751562986223
ATP2B1,0.4206678,0.218025715934313,2842.794664616951,0.28807038388639
SYT9,0.14230147,0.216390923781666,3802.3375094021903,0.047978726413759935
FIBCD1,0.1571579,0.2148169940632501,3052.7373776963577,0.033579450620951086
MALAT1,0.47339457,0.2144801598915645,1614.450978501358,0.8063594443972956
WFS1,0.19504999,0.2142235633563471,3316.801883694452,0.041755070864805226
CHN1,0.44095957,0.2131453255957538,3442.2245270581698,0.339387252821862
MAG,0.26146272,0.2127979773314453,1283.1581892214854,0.1333559648080568
LRRC55,0.07130226,0.2124902486033476,3637.860393443592,0.030213018755834677
TAC1,0.19814369,0.2122757553517607,2818.1799881812804,0.01977425103963337
MT-RNR2,0.44496176,0.2099364604345173,515.2418551161609,0.9797731194658972
KL,0.007892559,0.2082837445776731,3214.055765146128,0.009448640697049421
GRIA1,0.6338969,0.208190646529341,3566.493572915904,0.24888964327137966
ACTA2,0.11132241,0.2070425978158974,1346.1717179898403,0.006987467820871877
SPARC,0.6875403,0.2056106911871326,2669.645308101361,0.2674191632012221
2010300C02RIK,0.294265,0.2054583352880442,3422.813930575336,0.10583043367563438
CPLX2,0.5586428,0.205418826129523,3375.73356452155,0.24549492206285892
GRIA2,0.3595018,0.2043989942210266,2885.6915169258064,0.256329740586721
VIP,0.20468928,0.2028166038483016,1556.810611111625,0.010071006251944892
CHGB,0.44513813,0.2018202793265582,2916.6162748890056,0.2702480975416561
ATP1B1,0.45088306,0.2000420617998337,2172.9393361893453,0.48329514271973745
AK7,0.020716965,0.1997014082220457,2063.656672172237,0.011174290644714136
SNHG11,0.4804297,0.1984668723581295,1811.564204160488,0.4164191349118787
SNCA,0.5610393,0.1979818920105567,3104.900705332584,0.22173187360321367
H2-EB1,0.02198168,0.1978270515260346,945.5749736668658,0.002376304845964525
MEF2C,0.6076429,0.194890411000317,2309.4679187772344,0.19522475883334747
SYNPR,0.24579777,0.1937463500177412,2760.0306006406136,0.060765509632521426
PCP4L1,0.3847373,0.193582990373895,2660.6585713332897,0.1923958244929135
OLFM1,0.5313455,0.1930357376016827,3318.7399341840137,0.4691504710175677
TRF,0.25501212,0.1919607687914436,1124.5362077700447,0.13839146793402926
MYOC,0.20605518,0.1910460221109804,1278.1345163137958,0.008373645647684518
RBP1,0.081948504,0.1887588759258019,3348.028146412842,0.03663469970861976
2410004P03RIK,0.020970553,0.1886754492686911,2260.004299770091,0.009392062010240742
SYT6,0.0820108,0.1881301082222552,2727.077231114225,0.018784124020481484
CALM2,0.36656794,0.1869798354598645,2800.460815257109,0.6231576565107924
LAMP5,0.56009215,0.186175020858868,1843.15148481906,0.07162861749978783
1700012B09RIK,0.005100095,0.185659915136585,1782.8148438995486,0.007015757164276217
MT-ND1,0.38383162,0.1850995310598419,1714.01825167302,0.9372542363291748
GAD1,0.5650581,0.184619792636162,1234.001549110595,0.07349571416447424
CHRNA3,0.023692403,0.1832840517409083,2662.330771513749,0.008967721859175649
CAMK2B,0.4344405,0.1825469509860793,2990.2817506309366,0.3120031684064613
DRC7,0.006496816,0.1816870920220387,2994.805062016854,0.009052589889388667
